fecha,campaign_id,canal,campaign_name,objetivo,marca,modelo_promocionado,impresiones,clicks,inversion_ars,leads_reportados_plataforma,ctr_pct,cpc_ars,cpl_plataforma_ars
2024-02-08,CAMP058,meta_ads,Meta Ads - Toyota Corolla Cross - lead_form,lead_form,Toyota,Corolla Cross,2623,80,28987.48,3,3.05,362.34,9662.49
2024-02-08,CAMP003,google_ads,Google Ads - Volkswagen Virtus - lead_form,lead_form,Volkswagen,Virtus,1621,17,25054.11,1,1.05,1473.77,25054.11
2024-02-08,CAMP022,google_ads,Google Ads - Toyota Hilux - lead_form,lead_form,Toyota,Hilux,1390,50,12696.53,3,3.6,253.93,4232.18
2024-02-08,CAMP006,google_ads,Google Ads - Toyota Corolla - whatsapp,whatsapp,Toyota,Corolla,3245,30,58504.56,0,0.92,1950.15,
2024-02-08,CAMP010,google_ads,Google Ads - Renault Kangoo - whatsapp,whatsapp,Renault,Kangoo,774,32,19129.32,3,4.13,597.79,6376.44
2024-02-09,CAMP004,google_ads,Google Ads - Peugeot Expert - lead_form,lead_form,Peugeot,Expert,1553,68,22185.39,6,4.38,326.26,3697.56
2024-02-09,CAMP023,google_ads,Google Ads - Fiat Pulse - remarketing,remarketing,Fiat,Pulse,2427,56,72229.79,1,2.31,1289.82,72229.79
2024-02-09,CAMP042,meta_ads,Meta Ads - Volkswagen Virtus - remarketing,remarketing,Volkswagen,Virtus,3784,42,66879.44,4,1.11,1592.37,16719.86
2024-02-09,CAMP010,google_ads,Google Ads - Renault Kangoo - whatsapp,whatsapp,Renault,Kangoo,2559,44,50701.08,3,1.72,1152.3,16900.36
2024-02-09,CAMP045,meta_ads,Meta Ads - Chevrolet S10 - lead_form,lead_form,Chevrolet,S10,2090,40,27258.16,3,1.91,681.45,9086.05
2024-02-09,CAMP035,meta_ads,Meta Ads - Peugeot 3008 - whatsapp,whatsapp,Peugeot,3008,1118,46,34044.39,3,4.11,740.1,11348.13
2024-02-09,CAMP051,meta_ads,Meta Ads - Renault Logan - whatsapp,whatsapp,Renault,Logan,1449,25,17667.7,1,1.73,706.71,17667.7
2024-02-09,CAMP007,google_ads,Google Ads - Volkswagen Nivus - lead_form,lead_form,Volkswagen,Nivus,5153,159,41325.58,8,3.09,259.91,5165.7
2024-02-10,CAMP057,meta_ads,Meta Ads - Toyota Hilux - lead_form,lead_form,Toyota,Hilux,498,18,17011.81,0,3.61,945.1,
2024-02-10,CAMP002,google_ads,Google Ads - Peugeot Partner - whatsapp,whatsapp,Peugeot,Partner,2286,27,65565.71,1,1.18,2428.36,65565.71
2024-02-10,CAMP040,meta_ads,Meta Ads - Volkswagen Virtus - remarketing,remarketing,Volkswagen,Virtus,2644,25,44149.41,2,0.95,1765.98,22074.7
2024-02-10,CAMP055,meta_ads,Meta Ads - Toyota Corolla - trafico,trafico,Toyota,Corolla,464,6,15479.37,0,1.29,2579.89,
2024-02-10,CAMP024,google_ads,Google Ads - Peugeot Partner - whatsapp,whatsapp,Peugeot,Partner,1551,11,20435.77,0,0.71,1857.8,
2024-02-10,CAMP050,meta_ads,Meta Ads - Chevrolet Tracker - lead_form,lead_form,Chevrolet,Tracker,2001,60,42488.41,4,3.0,708.14,10622.1
2024-02-10,CAMP058,meta_ads,Meta Ads - Toyota Corolla Cross - lead_form,lead_form,Toyota,Corolla Cross,1138,38,15895.16,0,3.34,418.29,
2024-02-10,CAMP016,google_ads,Google Ads - Renault Kangoo - remarketing,remarketing,Renault,Kangoo,3275,138,84192.88,14,4.21,610.09,6013.78
2024-02-10,CAMP021,google_ads,Google Ads - Toyota Hilux - trafico,trafico,Toyota,Hilux,1929,38,48712.35,3,1.97,1281.9,16237.45
2024-02-10,CAMP047,meta_ads,Meta Ads - Renault Logan - lead_form,lead_form,Renault,Logan,2708,100,81795.69,2,3.69,817.96,40897.85
2024-02-11,CAMP034,meta_ads,Meta Ads - Volkswagen Amarok - remarketing,remarketing,Volkswagen,Amarok,1631,22,30019.4,1,1.35,1364.52,30019.4
2024-02-11,CAMP003,google_ads,Google Ads - Volkswagen Virtus - lead_form,lead_form,Volkswagen,Virtus,1681,46,56462.16,3,2.74,1227.44,18820.72
2024-02-11,CAMP047,meta_ads,Meta Ads - Renault Logan - lead_form,lead_form,Renault,Logan,2446,69,70196.45,5,2.82,1017.34,14039.29
2024-02-11,CAMP005,google_ads,Google Ads - Chevrolet Cruze - lead_form,lead_form,Chevrolet,Cruze,3420,34,66798.93,3,0.99,1964.67,22266.31
2024-02-11,CAMP054,meta_ads,Meta Ads - Chevrolet S10 - remarketing,remarketing,Chevrolet,S10,2538,80,54897.31,5,3.15,686.22,10979.46
2024-02-11,CAMP020,google_ads,Google Ads - Chevrolet Tracker - lead_form,lead_form,Chevrolet,Tracker,1770,72,58793.43,5,4.07,816.58,11758.69
2024-02-11,CAMP057,meta_ads,Meta Ads - Toyota Hilux - lead_form,lead_form,Toyota,Hilux,2913,64,89754.32,5,2.2,1402.41,17950.86
2024-02-11,CAMP014,google_ads,Google Ads - Toyota Corolla Cross - lead_form,lead_form,Toyota,Corolla Cross,4568,70,76440.09,5,1.53,1092.0,15288.02
2024-02-11,CAMP060,meta_ads,Meta Ads - Volkswagen Amarok - whatsapp,whatsapp,Volkswagen,Amarok,1804,63,41254.92,3,3.49,654.84,13751.64
2024-02-11,CAMP007,google_ads,Google Ads - Volkswagen Nivus - lead_form,lead_form,Volkswagen,Nivus,1394,8,47287.47,0,0.57,5910.93,
2024-02-11,CAMP051,meta_ads,Meta Ads - Renault Logan - whatsapp,whatsapp,Renault,Logan,4050,45,34189.61,4,1.11,759.77,8547.4
2024-02-11,CAMP058,meta_ads,Meta Ads - Toyota Corolla Cross - lead_form,lead_form,Toyota,Corolla Cross,361,5,12512.37,0,1.39,2502.47,
2024-02-12,CAMP059,meta_ads,Meta Ads - Renault Alaskan - whatsapp,whatsapp,Renault,Alaskan,1276,36,22864.23,1,2.82,635.12,22864.23
2024-02-12,CAMP036,meta_ads,Meta Ads - Ford Territory - whatsapp,whatsapp,Ford,Territory,7202,155,75489.58,17,2.15,487.03,4440.56
2024-02-12,CAMP033,meta_ads,Meta Ads - Volkswagen Nivus - trafico,trafico,Volkswagen,Nivus,2523,93,69480.56,3,3.69,747.1,23160.19
2024-02-12,CAMP060,meta_ads,Meta Ads - Volkswagen Amarok - whatsapp,whatsapp,Volkswagen,Amarok,2878,81,76634.22,8,2.81,946.1,9579.28
2024-02-12,CAMP037,meta_ads,Meta Ads - Peugeot Expert - trafico,trafico,Peugeot,Expert,3637,125,58603.32,9,3.44,468.83,6511.48
2024-02-12,CAMP056,meta_ads,Meta Ads - Renault Logan - whatsapp,whatsapp,Renault,Logan,1911,68,18175.6,3,3.56,267.29,6058.53
2024-02-12,CAMP010,google_ads,Google Ads - Renault Kangoo - whatsapp,whatsapp,Renault,Kangoo,3946,157,75964.26,16,3.98,483.85,4747.77
2024-02-12,CAMP007,google_ads,Google Ads - Volkswagen Nivus - lead_form,lead_form,Volkswagen,Nivus,1161,34,29773.03,0,2.93,875.68,
2024-02-12,CAMP003,google_ads,Google Ads - Volkswagen Virtus - lead_form,lead_form,Volkswagen,Virtus,3975,71,72856.57,1,1.79,1026.15,72856.57
2024-02-12,CAMP030,google_ads,Google Ads - Peugeot Partner - lead_form,lead_form,Peugeot,Partner,4508,115,54276.86,4,2.55,471.97,13569.22
2024-02-12,CAMP023,google_ads,Google Ads - Fiat Pulse - remarketing,remarketing,Fiat,Pulse,576,12,15988.37,0,2.08,1332.36,
2024-02-12,CAMP054,meta_ads,Meta Ads - Chevrolet S10 - remarketing,remarketing,Chevrolet,S10,2709,39,58595.57,1,1.44,1502.45,58595.57
2024-02-13,CAMP010,google_ads,Google Ads - Renault Kangoo - whatsapp,whatsapp,Renault,Kangoo,1709,61,45890.31,3,3.57,752.3,15296.77
2024-02-13,CAMP009,google_ads,Google Ads - Volkswagen Amarok - trafico,trafico,Volkswagen,Amarok,1470,41,27452.47,3,2.79,669.57,9150.82
2024-02-13,CAMP022,google_ads,Google Ads - Toyota Hilux - lead_form,lead_form,Toyota,Hilux,4052,62,89772.14,2,1.53,1447.94,44886.07
2024-02-13,CAMP006,google_ads,Google Ads - Toyota Corolla - whatsapp,whatsapp,Toyota,Corolla,1719,48,45545.13,1,2.79,948.86,45545.13
2024-02-13,CAMP031,meta_ads,Meta Ads - Volkswagen Polo - trafico,trafico,Volkswagen,Polo,2477,33,44259.4,1,1.33,1341.19,44259.4
2024-02-13,CAMP037,meta_ads,Meta Ads - Peugeot Expert - trafico,trafico,Peugeot,Expert,2193,27,63121.97,1,1.23,2337.85,63121.97
2024-02-13,CAMP048,meta_ads,Meta Ads - Ford Kuga - whatsapp,whatsapp,Ford,Kuga,2563,77,76083.56,4,3.0,988.1,19020.89
2024-02-13,CAMP004,google_ads,Google Ads - Peugeot Expert - lead_form,lead_form,Peugeot,Expert,5878,192,84088.63,6,3.27,437.96,14014.77
2024-02-13,CAMP036,meta_ads,Meta Ads - Ford Territory - whatsapp,whatsapp,Ford,Territory,6670,232,68821.97,9,3.48,296.65,7646.89
2024-02-13,CAMP026,google_ads,Google Ads - Peugeot Partner - lead_form,lead_form,Peugeot,Partner,5041,193,60438.19,8,3.83,313.15,7554.77
2024-02-13,CAMP017,google_ads,Google Ads - Chevrolet Onix - remarketing,remarketing,Chevrolet,Onix,1304,23,38775.17,1,1.76,1685.88,38775.17
2024-02-13,CAMP057,meta_ads,Meta Ads - Toyota Hilux - lead_form,lead_form,Toyota,Hilux,1354,19,37886.38,1,1.4,1994.02,37886.38
2024-02-13,CAMP051,meta_ads,Meta Ads - Renault Logan - whatsapp,whatsapp,Renault,Logan,3090,93,70527.7,11,3.01,758.36,6411.61
2024-02-13,CAMP033,meta_ads,Meta Ads - Volkswagen Nivus - trafico,trafico,Volkswagen,Nivus,2542,52,66215.55,5,2.05,1273.38,13243.11
2024-02-14,CAMP003,google_ads,Google Ads - Volkswagen Virtus - lead_form,lead_form,Volkswagen,Virtus,2452,102,63509.08,5,4.16,622.64,12701.82
2024-02-14,CAMP017,google_ads,Google Ads - Chevrolet Onix - remarketing,remarketing,Chevrolet,Onix,1284,51,20415.53,2,3.97,400.3,10207.77
2024-02-14,CAMP011,google_ads,Google Ads - Peugeot 3008 - trafico,trafico,Peugeot,3008,4069,137,88423.84,15,3.37,645.43,5894.92
2024-02-14,CAMP004,google_ads,Google Ads - Peugeot Expert - lead_form,lead_form,Peugeot,Expert,2064,19,49803.65,0,0.92,2621.24,
2024-02-14,CAMP019,google_ads,Google Ads - Renault Alaskan - trafico,trafico,Renault,Alaskan,3777,127,87409.73,2,3.36,688.27,43704.86
2024-02-14,CAMP013,google_ads,Google Ads - Renault Logan - lead_form,lead_form,Renault,Logan,5170,129,83937.07,12,2.5,650.67,6994.76
2024-02-14,CAMP051,meta_ads,Meta Ads - Renault Logan - whatsapp,whatsapp,Renault,Logan,507,10,13433.03,0,1.97,1343.3,
2024-02-14,CAMP045,meta_ads,Meta Ads - Chevrolet S10 - lead_form,lead_form,Chevrolet,S10,2605,43,89687.56,0,1.65,2085.76,
2024-02-14,CAMP040,meta_ads,Meta Ads - Volkswagen Virtus - remarketing,remarketing,Volkswagen,Virtus,1739,78,32098.99,9,4.49,411.53,3566.55
2024-02-14,CAMP018,google_ads,Google Ads - Toyota SW4 - trafico,trafico,Toyota,SW4,2546,37,85642.66,1,1.45,2314.67,85642.66
2024-02-14,CAMP057,meta_ads,Meta Ads - Toyota Hilux - lead_form,lead_form,Toyota,Hilux,3642,125,42642.03,8,3.43,341.14,5330.25
2024-02-14,CAMP030,google_ads,Google Ads - Peugeot Partner - lead_form,lead_form,Peugeot,Partner,2055,67,64883.6,3,3.26,968.41,21627.87
2024-02-14,CAMP042,meta_ads,Meta Ads - Volkswagen Virtus - remarketing,remarketing,Volkswagen,Virtus,2904,52,56686.09,4,1.79,1090.12,14171.52
2024-02-14,CAMP001,google_ads,Google Ads - Peugeot 208 - lead_form,lead_form,Peugeot,208,4069,127,47035.2,9,3.12,370.36,5226.13
2024-02-14,CAMP005,google_ads,Google Ads - Chevrolet Cruze - lead_form,lead_form,Chevrolet,Cruze,4854,55,65355.79,4,1.13,1188.29,16338.95
2024-02-14,CAMP025,google_ads,Google Ads - Ford Maverick - whatsapp,whatsapp,Ford,Maverick,2521,57,82094.17,6,2.26,1440.25,13682.36
2024-02-15,CAMP042,meta_ads,Meta Ads - Volkswagen Virtus - remarketing,remarketing,Volkswagen,Virtus,1164,39,36985.89,3,3.35,948.36,12328.63
2024-02-15,CAMP037,meta_ads,Meta Ads - Peugeot Expert - trafico,trafico,Peugeot,Expert,4229,93,81118.06,5,2.2,872.24,16223.61
2024-02-15,CAMP011,google_ads,Google Ads - Peugeot 3008 - trafico,trafico,Peugeot,3008,2654,112,85325.98,4,4.22,761.84,21331.5
2024-02-15,CAMP021,google_ads,Google Ads - Toyota Hilux - trafico,trafico,Toyota,Hilux,6725,88,73192.48,8,1.31,831.73,9149.06
2024-02-15,CAMP005,google_ads,Google Ads - Chevrolet Cruze - lead_form,lead_form,Chevrolet,Cruze,3951,111,60081.03,4,2.81,541.27,15020.26
2024-02-15,CAMP036,meta_ads,Meta Ads - Ford Territory - whatsapp,whatsapp,Ford,Territory,1140,22,30284.88,1,1.93,1376.59,30284.88
2024-02-15,CAMP035,meta_ads,Meta Ads - Peugeot 3008 - whatsapp,whatsapp,Peugeot,3008,2293,67,49460.19,6,2.92,738.21,8243.36
2024-02-15,CAMP047,meta_ads,Meta Ads - Renault Logan - lead_form,lead_form,Renault,Logan,1335,33,41407.61,0,2.47,1254.78,
2024-02-15,CAMP008,google_ads,Google Ads - Chevrolet Tracker - remarketing,remarketing,Chevrolet,Tracker,3069,109,27231.3,1,3.55,249.83,27231.3
2024-02-15,CAMP012,google_ads,Google Ads - Ford Territory - whatsapp,whatsapp,Ford,Territory,1735,60,33240.66,7,3.46,554.01,4748.67
2024-02-16,CAMP005,google_ads,Google Ads - Chevrolet Cruze - lead_form,lead_form,Chevrolet,Cruze,4773,165,43579.61,9,3.46,264.12,4842.18
2024-02-16,CAMP012,google_ads,Google Ads - Ford Territory - whatsapp,whatsapp,Ford,Territory,1485,51,36406.0,3,3.43,713.84,12135.33
2024-02-16,CAMP029,google_ads,Google Ads - Ford Bronco Sport - whatsapp,whatsapp,Ford,Bronco Sport,1673,61,52967.98,4,3.65,868.33,13242.0
2024-02-16,CAMP056,meta_ads,Meta Ads - Renault Logan - whatsapp,whatsapp,Renault,Logan,1557,11,47225.55,1,0.71,4293.23,47225.55
2024-02-16,CAMP040,meta_ads,Meta Ads - Volkswagen Virtus - remarketing,remarketing,Volkswagen,Virtus,2808,97,52458.81,7,3.45,540.81,7494.12
2024-02-16,CAMP032,meta_ads,Meta Ads - Fiat Pulse - lead_form,lead_form,Fiat,Pulse,2088,16,52257.88,0,0.77,3266.12,
2024-02-16,CAMP045,meta_ads,Meta Ads - Chevrolet S10 - lead_form,lead_form,Chevrolet,S10,2653,101,43047.11,6,3.81,426.21,7174.52
2024-02-16,CAMP021,google_ads,Google Ads - Toyota Hilux - trafico,trafico,Toyota,Hilux,1830,14,44952.05,0,0.77,3210.86,
2024-02-16,CAMP030,google_ads,Google Ads - Peugeot Partner - lead_form,lead_form,Peugeot,Partner,759,17,23094.69,1,2.24,1358.51,23094.69
2024-02-16,CAMP016,google_ads,Google Ads - Renault Kangoo - remarketing,remarketing,Renault,Kangoo,717,30,20827.38,2,4.18,694.25,10413.69
2024-02-16,CAMP028,google_ads,Google Ads - Volkswagen Amarok - remarketing,remarketing,Volkswagen,Amarok,1176,27,22553.92,0,2.3,835.33,
2024-02-17,CAMP057,meta_ads,Meta Ads - Toyota Hilux - lead_form,lead_form,Toyota,Hilux,6710,225,70204.7,18,3.35,312.02,3900.26
2024-02-17,CAMP030,google_ads,Google Ads - Peugeot Partner - lead_form,lead_form,Peugeot,Partner,698,23,18926.26,2,3.3,822.88,9463.13
2024-02-17,CAMP006,google_ads,Google Ads - Toyota Corolla - whatsapp,whatsapp,Toyota,Corolla,4921,135,60613.89,2,2.74,448.99,30306.94
2024-02-17,CAMP017,google_ads,Google Ads - Chevrolet Onix - remarketing,remarketing,Chevrolet,Onix,1507,60,25698.83,6,3.98,428.31,4283.14
2024-02-17,CAMP021,google_ads,Google Ads - Toyota Hilux - trafico,trafico,Toyota,Hilux,2100,75,25005.51,1,3.57,333.41,25005.51
2024-02-17,CAMP045,meta_ads,Meta Ads - Chevrolet S10 - lead_form,lead_form,Chevrolet,S10,1318,57,36554.87,2,4.32,641.31,18277.44
2024-02-17,CAMP042,meta_ads,Meta Ads - Volkswagen Virtus - remarketing,remarketing,Volkswagen,Virtus,820,35,26475.27,0,4.27,756.44,
2024-02-17,CAMP046,meta_ads,Meta Ads - Peugeot 208 - trafico,trafico,Peugeot,208,8733,221,72747.71,14,2.53,329.18,5196.26
2024-02-17,CAMP051,meta_ads,Meta Ads - Renault Logan - whatsapp,whatsapp,Renault,Logan,3115,78,76076.19,2,2.5,975.34,38038.09
2024-02-17,CAMP011,google_ads,Google Ads - Peugeot 3008 - trafico,trafico,Peugeot,3008,3178,73,64364.91,5,2.3,881.71,12872.98
2024-02-17,CAMP053,meta_ads,Meta Ads - Chevrolet Spin - lead_form,lead_form,Chevrolet,Spin,398,6,12695.38,0,1.51,2115.9,
2024-02-18,CAMP004,google_ads,Google Ads - Peugeot Expert - lead_form,lead_form,Peugeot,Expert,4845,202,77813.84,4,4.17,385.22,19453.46
2024-02-18,CAMP012,google_ads,Google Ads - Ford Territory - whatsapp,whatsapp,Ford,Territory,3495,112,44780.87,8,3.2,399.83,5597.61
2024-02-18,CAMP010,google_ads,Google Ads - Renault Kangoo - whatsapp,whatsapp,Renault,Kangoo,2755,101,66320.5,3,3.67,656.64,22106.83
2024-02-18,CAMP060,meta_ads,Meta Ads - Volkswagen Amarok - whatsapp,whatsapp,Volkswagen,Amarok,2022,85,47791.95,2,4.2,562.26,23895.97
2024-02-18,CAMP042,meta_ads,Meta Ads - Volkswagen Virtus - remarketing,remarketing,Volkswagen,Virtus,1980,41,35549.97,0,2.07,867.07,
2024-02-18,CAMP023,google_ads,Google Ads - Fiat Pulse - remarketing,remarketing,Fiat,Pulse,1994,34,45594.18,0,1.71,1341.01,
2024-02-18,CAMP003,google_ads,Google Ads - Volkswagen Virtus - lead_form,lead_form,Volkswagen,Virtus,4319,114,66564.16,7,2.64,583.9,9509.17
2024-02-18,CAMP058,meta_ads,Meta Ads - Toyota Corolla Cross - lead_form,lead_form,Toyota,Corolla Cross,2717,27,66659.09,2,0.99,2468.86,33329.55
2024-02-18,CAMP054,meta_ads,Meta Ads - Chevrolet S10 - remarketing,remarketing,Chevrolet,S10,1772,44,61414.48,3,2.48,1395.78,20471.49
2024-02-18,CAMP043,meta_ads,Meta Ads - Chevrolet Onix - remarketing,remarketing,Chevrolet,Onix,2464,42,85335.64,3,1.7,2031.8,28445.21
2024-02-18,CAMP037,meta_ads,Meta Ads - Peugeot Expert - trafico,trafico,Peugeot,Expert,1663,74,36898.89,3,4.45,498.63,12299.63
2024-02-19,CAMP040,meta_ads,Meta Ads - Volkswagen Virtus - remarketing,remarketing,Volkswagen,Virtus,5669,98,80974.32,3,1.73,826.27,26991.44
2024-02-19,CAMP037,meta_ads,Meta Ads - Peugeot Expert - trafico,trafico,Peugeot,Expert,1033,38,21232.89,3,3.68,558.76,7077.63
2024-02-19,CAMP032,meta_ads,Meta Ads - Fiat Pulse - lead_form,lead_form,Fiat,Pulse,1145,25,28188.71,0,2.18,1127.55,
2024-02-19,CAMP034,meta_ads,Meta Ads - Volkswagen Amarok - remarketing,remarketing,Volkswagen,Amarok,1320,18,39296.27,1,1.36,2183.13,39296.27
2024-02-19,CAMP047,meta_ads,Meta Ads - Renault Logan - lead_form,lead_form,Renault,Logan,4429,38,65860.82,1,0.86,1733.18,65860.82
2024-02-19,CAMP041,meta_ads,Meta Ads - Toyota Corolla - lead_form,lead_form,Toyota,Corolla,1913,19,54932.44,0,0.99,2891.18,
2024-02-19,CAMP058,meta_ads,Meta Ads - Toyota Corolla Cross - lead_form,lead_form,Toyota,Corolla Cross,1837,79,42917.58,8,4.3,543.26,5364.7
2024-02-19,CAMP054,meta_ads,Meta Ads - Chevrolet S10 - remarketing,remarketing,Chevrolet,S10,889,37,27149.5,2,4.16,733.77,13574.75
2024-02-19,CAMP052,meta_ads,Meta Ads - Volkswagen Taos - whatsapp,whatsapp,Volkswagen,Taos,5473,61,49040.44,1,1.11,803.94,49040.44
2024-02-19,CAMP012,google_ads,Google Ads - Ford Territory - whatsapp,whatsapp,Ford,Territory,1529,62,47956.96,3,4.05,773.5,15985.65
2024-02-20,CAMP060,meta_ads,Meta Ads - Volkswagen Amarok - whatsapp,whatsapp,Volkswagen,Amarok,3375,140,57242.35,13,4.15,408.87,4403.26
2024-02-20,CAMP048,meta_ads,Meta Ads - Ford Kuga - whatsapp,whatsapp,Ford,Kuga,1431,55,17226.41,2,3.84,313.21,8613.2
2024-02-20,CAMP004,google_ads,Google Ads - Peugeot Expert - lead_form,lead_form,Peugeot,Expert,1846,23,41417.35,1,1.25,1800.75,41417.35
2024-02-20,CAMP054,meta_ads,Meta Ads - Chevrolet S10 - remarketing,remarketing,Chevrolet,S10,2394,87,26711.37,4,3.63,307.03,6677.84
2024-02-20,CAMP034,meta_ads,Meta Ads - Volkswagen Amarok - remarketing,remarketing,Volkswagen,Amarok,2915,48,79193.99,1,1.65,1649.87,79193.99
2024-02-20,CAMP020,google_ads,Google Ads - Chevrolet Tracker - lead_form,lead_form,Chevrolet,Tracker,4475,171,80699.28,7,3.82,471.93,11528.47
2024-02-20,CAMP037,meta_ads,Meta Ads - Peugeot Expert - trafico,trafico,Peugeot,Expert,4176,86,53148.48,1,2.06,618.01,53148.48
2024-02-20,CAMP047,meta_ads,Meta Ads - Renault Logan - lead_form,lead_form,Renault,Logan,2653,68,27863.63,6,2.56,409.76,4643.94
2024-02-20,CAMP044,meta_ads,Meta Ads - Fiat Fastback - remarketing,remarketing,Fiat,Fastback,6816,131,82883.86,8,1.92,632.7,10360.48
2024-02-20,CAMP021,google_ads,Google Ads - Toyota Hilux - trafico,trafico,Toyota,Hilux,4911,92,80451.15,8,1.87,874.47,10056.39
2024-02-20,CAMP036,meta_ads,Meta Ads - Ford Territory - whatsapp,whatsapp,Ford,Territory,571,14,19734.41,1,2.45,1409.6,19734.41
2024-02-20,CAMP035,meta_ads,Meta Ads - Peugeot 3008 - whatsapp,whatsapp,Peugeot,3008,3127,66,28105.41,6,2.11,425.84,4684.24
2024-02-20,CAMP002,google_ads,Google Ads - Peugeot Partner - whatsapp,whatsapp,Peugeot,Partner,1287,9,21110.93,0,0.7,2345.66,
2024-02-20,CAMP014,google_ads,Google Ads - Toyota Corolla Cross - lead_form,lead_form,Toyota,Corolla Cross,4723,192,80294.28,4,4.07,418.2,20073.57
2024-02-21,CAMP002,google_ads,Google Ads - Peugeot Partner - whatsapp,whatsapp,Peugeot,Partner,1853,19,36893.68,0,1.03,1941.77,
2024-02-21,CAMP037,meta_ads,Meta Ads - Peugeot Expert - trafico,trafico,Peugeot,Expert,3963,120,33343.68,8,3.03,277.86,4167.96
2024-02-21,CAMP049,meta_ads,Meta Ads - Fiat Cronos - trafico,trafico,Fiat,Cronos,1610,29,28113.04,0,1.8,969.42,
2024-02-21,CAMP020,google_ads,Google Ads - Chevrolet Tracker - lead_form,lead_form,Chevrolet,Tracker,4277,66,66939.59,1,1.54,1014.24,66939.59
2024-02-21,CAMP041,meta_ads,Meta Ads - Toyota Corolla - lead_form,lead_form,Toyota,Corolla,3489,81,59834.5,2,2.32,738.7,29917.25
2024-02-21,CAMP014,google_ads,Google Ads - Toyota Corolla Cross - lead_form,lead_form,Toyota,Corolla Cross,1856,18,48717.38,0,0.97,2706.52,
2024-02-21,CAMP021,google_ads,Google Ads - Toyota Hilux - trafico,trafico,Toyota,Hilux,3527,103,45264.33,7,2.92,439.46,6466.33
2024-02-21,CAMP013,google_ads,Google Ads - Renault Logan - lead_form,lead_form,Renault,Logan,2872,86,77221.6,4,2.99,897.93,19305.4
2024-02-21,CAMP053,meta_ads,Meta Ads - Chevrolet Spin - lead_form,lead_form,Chevrolet,Spin,2780,89,75760.47,6,3.2,851.24,12626.75
2024-02-21,CAMP019,google_ads,Google Ads - Renault Alaskan - trafico,trafico,Renault,Alaskan,3096,74,87947.19,2,2.39,1188.48,43973.59
2024-02-21,CAMP018,google_ads,Google Ads - Toyota SW4 - trafico,trafico,Toyota,SW4,2296,55,75402.38,3,2.4,1370.95,25134.13
2024-02-21,CAMP035,meta_ads,Meta Ads - Peugeot 3008 - whatsapp,whatsapp,Peugeot,3008,2406,58,65389.28,2,2.41,1127.4,32694.64
2024-02-22,CAMP010,google_ads,Google Ads - Renault Kangoo - whatsapp,whatsapp,Renault,Kangoo,2310,54,73524.74,0,2.34,1361.57,
2024-02-22,CAMP056,meta_ads,Meta Ads - Renault Logan - whatsapp,whatsapp,Renault,Logan,2806,67,49076.08,2,2.39,732.48,24538.04
2024-02-22,CAMP058,meta_ads,Meta Ads - Toyota Corolla Cross - lead_form,lead_form,Toyota,Corolla Cross,2956,32,71899.44,0,1.08,2246.86,
2024-02-22,CAMP040,meta_ads,Meta Ads - Volkswagen Virtus - remarketing,remarketing,Volkswagen,Virtus,2567,48,75769.13,3,1.87,1578.52,25256.38
2024-02-22,CAMP017,google_ads,Google Ads - Chevrolet Onix - remarketing,remarketing,Chevrolet,Onix,3297,71,73809.61,4,2.15,1039.57,18452.4
2024-02-22,CAMP024,google_ads,Google Ads - Peugeot Partner - whatsapp,whatsapp,Peugeot,Partner,2650,116,60428.24,6,4.38,520.93,10071.37
2024-02-22,CAMP026,google_ads,Google Ads - Peugeot Partner - lead_form,lead_form,Peugeot,Partner,1286,37,38575.7,3,2.88,1042.59,12858.57
2024-02-22,CAMP012,google_ads,Google Ads - Ford Territory - whatsapp,whatsapp,Ford,Territory,1570,42,45957.59,1,2.68,1094.23,45957.59
2024-02-22,CAMP045,meta_ads,Meta Ads - Chevrolet S10 - lead_form,lead_form,Chevrolet,S10,6303,266,63683.76,20,4.22,239.41,3184.19
2024-02-22,CAMP043,meta_ads,Meta Ads - Chevrolet Onix - remarketing,remarketing,Chevrolet,Onix,2082,50,49957.16,3,2.4,999.14,16652.39
2024-02-22,CAMP022,google_ads,Google Ads - Toyota Hilux - lead_form,lead_form,Toyota,Hilux,5966,258,76117.8,5,4.32,295.03,15223.56
2024-02-23,CAMP044,meta_ads,Meta Ads - Fiat Fastback - remarketing,remarketing,Fiat,Fastback,6127,231,64000.79,24,3.77,277.06,2666.7
2024-02-23,CAMP053,meta_ads,Meta Ads - Chevrolet Spin - lead_form,lead_form,Chevrolet,Spin,3301,19,83113.6,0,0.58,4374.4,
2024-02-23,CAMP039,meta_ads,Meta Ads - Chevrolet Cruze - trafico,trafico,Chevrolet,Cruze,1066,22,23827.99,1,2.06,1083.09,23827.99
2024-02-23,CAMP050,meta_ads,Meta Ads - Chevrolet Tracker - lead_form,lead_form,Chevrolet,Tracker,1040,19,27480.09,1,1.83,1446.32,27480.09
2024-02-23,CAMP059,meta_ads,Meta Ads - Renault Alaskan - whatsapp,whatsapp,Renault,Alaskan,5171,221,83895.77,13,4.27,379.62,6453.52
2024-02-23,CAMP025,google_ads,Google Ads - Ford Maverick - whatsapp,whatsapp,Ford,Maverick,5166,48,89350.39,0,0.93,1861.47,
2024-02-23,CAMP021,google_ads,Google Ads - Toyota Hilux - trafico,trafico,Toyota,Hilux,4740,52,89652.42,2,1.1,1724.08,44826.21
